bootstrap_id	Method	Metric	Value
583	Complete Hi-C clique	F1	0.22967140340214037
584	SGMCI	AUROC	0.8412754944654167
584	SGMCI	AUPRC	0.8373226607537839
584	SGMCI	Precision	0.6292641196106169
584	SGMCI	Recall	0.9800066180184259
584	SGMCI	F1	0.7664129935134584
584	Complete Hi-C clique	AUROC	0.5635138107816846
584	Complete Hi-C clique	AUPRC	0.5867219944764546
584	Complete Hi-C clique	Precision	0.9866116032771598
584	Complete Hi-C clique	Recall	0.12898169595430084
584	Complete Hi-C clique	F1	0.22813840478702516
585	SGMCI	AUROC	0.843278594985401
585	SGMCI	AUPRC	0.8404875876457569
585	SGMCI	Precision	0.6283602338136526
585	SGMCI	Recall	0.9800762813702781
585	SGMCI	F1	0.7657634671973601
585	Complete Hi-C clique	AUROC	0.5645086314775364
585	Complete Hi-C clique	AUPRC	0.5876112847512422
585	Complete Hi-C clique	Precision	0.9859846748313577
585	Complete Hi-C clique	Recall	0.13109772026681063
585	Complete Hi-C clique	F1	0.2314249041173803
586	SGMCI	AUROC	0.8416740721932262
586	SGMCI	AUPRC	0.8371663830611503
586	SGMCI	Precision	0.6290367670080959
586	SGMCI	Recall	0.9797018408540727
586	SGMCI	F1	0.7661511641368226
586	Complete Hi-C clique	AUROC	0.5640137106181824
586	Complete Hi-C clique	AUPRC	0.5872214469594296
586	Complete Hi-C clique	Precision	0.9871633692847218
586	Complete Hi-C clique	Recall	0.12991344328532367
586	Complete Hi-C clique	F1	0.22960962208832558
587	SGMCI	AUROC	0.843249789570025
587	SGMCI	AUPRC	0.8394258115668651
587	SGMCI	Precision	0.6300293747377256
587	SGMCI	Recall	0.9805290931573173
587	SGMCI	F1	0.767140273127063
587	Complete Hi-C clique	AUROC	0.5642188536363268
587	Complete Hi-C clique	AUPRC	0.5874191324969407
587	Complete Hi-C clique	Precision	0.9872674495316005
587	Complete Hi-C clique	Recall	0.13031400755847367
587	Complete Hi-C clique	F1	0.23023785347241452
588	SGMCI	AUROC	0.8419131654033047
588	SGMCI	AUPRC	0.8378120025213316
588	SGMCI	Precision	0.6288081523652027
588	SGMCI	Recall	0.9800849892892597
588	SGMCI	F1	0.7660986492143389
588	Complete Hi-C clique	AUROC	0.5645442686584021
588	Complete Hi-C clique	AUPRC	0.5876178550570261
588	Complete Hi-C clique	Precision	0.9855479989537013
588	Complete Hi-C clique	Recall	0.131237046970515
588	Complete Hi-C clique	F1	0.2316299085529855
589	SGMCI	AUROC	0.841860657359573
589	SGMCI	AUPRC	0.838840015580296
589	SGMCI	Precision	0.6287022183966509
589	SGMCI	Recall	0.9794928507985162
589	SGMCI	F1	0.7658390950158467
589	Complete Hi-C clique	AUROC	0.5628944165942648
589	Complete Hi-C clique	AUPRC	0.5860286223151635
589	Complete Hi-C clique	Precision	0.9846617548559946
589	Complete Hi-C clique	Recall	0.12801511694735193
589	Complete Hi-C clique	F1	0.22657357746131557
590	SGMCI	AUROC	0.84258033386436
590	SGMCI	AUPRC	0.8397061787744574
590	SGMCI	Precision	0.6294147594085495
590	SGMCI	Recall	0.9796931329350912
590	SGMCI	F1	0.7664288025614387
590	Complete Hi-C clique	AUROC	0.5642505256842062
590	Complete Hi-C clique	AUPRC	0.5873249410946116
590	Complete Hi-C clique	Precision	0.9852294360926935
590	Complete Hi-C clique	Recall	0.1306884480746791
590	Complete Hi-C clique	F1	0.23076627380430684
591	SGMCI	AUROC	0.8413594137732162
591	SGMCI	AUPRC	0.837250817694351
591	SGMCI	Precision	0.6292571390236812
591	SGMCI	Recall	0.9801546526411118
591	SGMCI	F1	0.7664530802072764
591	Complete Hi-C clique	AUROC	0.5645124785149483
591	Complete Hi-C clique	AUPRC	0.5876110451961074
591	Complete Hi-C clique	Precision	0.9859219486642221
591	Complete Hi-C clique	Recall	0.13111513610477368
591	Complete Hi-C clique	F1	0.23145031127507493
592	SGMCI	AUROC	0.8410851077221049
592	SGMCI	AUPRC	0.8378732005134015
592	SGMCI	Precision	0.6289703062188652
592	SGMCI	Recall	0.9796147616642574
592	SGMCI	F1	0.7660752408094056
592	Complete Hi-C clique	AUROC	0.5637786870493245
592	Complete Hi-C clique	AUPRC	0.5869334045154666
592	Complete Hi-C clique	Precision	0.9860218615435574
592	Complete Hi-C clique	Recall	0.1296086661209704
592	Complete Hi-C clique	F1	0.22910269138709954
593	SGMCI	AUROC	0.8428219262138316
593	SGMCI	AUPRC	0.8387678101991779
593	SGMCI	Precision	0.6288197411708194
593	SGMCI	Recall	0.9803549347776869
593	SGMCI	F1	0.766189706507869
593	Complete Hi-C clique	AUROC	0.5637712013137183
593	Complete Hi-C clique	AUPRC	0.586969019670712
593	Complete Hi-C clique	Precision	0.986728599867286
593	Complete Hi-C clique	Recall	0.1294867552552291
593	Complete Hi-C clique	F1	0.22893124364935183
594	SGMCI	AUROC	0.8404943699549277
594	SGMCI	AUPRC	0.8367354746255252
594	SGMCI	Precision	0.6283490871712364
594	SGMCI	Recall	0.979440603284627
594	SGMCI	F1	0.7655610838477821
594	Complete Hi-C clique	AUROC	0.5643154462500635
594	Complete Hi-C clique	AUPRC	0.5874831347469571
594	Complete Hi-C clique	Precision	0.9868377755840737
594	Complete Hi-C clique	Recall	0.13057524512791932
594	Complete Hi-C clique	F1	0.23063376219882642
595	SGMCI	AUROC	0.8421270643405674
595	SGMCI	AUPRC	0.8385176294765215
595	SGMCI	Precision	0.6289315209429499
595	SGMCI	Recall	0.9794667270415716
595	SGMCI	F1	0.7660012053895211
595	Complete Hi-C clique	AUROC	0.5648212208122881
595	Complete Hi-C clique	AUPRC	0.5879998667737916
595	Complete Hi-C clique	Precision	0.9875735775016351
595	Complete Hi-C clique	Recall	0.13148957662097913
595	Complete Hi-C clique	F1	0.23207918357309726
596	SGMCI	AUROC	0.8418195616234778
596	SGMCI	AUPRC	0.8386423574136527
596	SGMCI	Precision	0.6289705833025862
596	SGMCI	Recall	0.9797192566920357
596	SGMCI	F1	0.7661073962603331
596	Complete Hi-C clique	AUROC	0.5651889810978269
596	Complete Hi-C clique	AUPRC	0.588362899782459
596	Complete Hi-C clique	Precision	0.9878953533775868
596	Complete Hi-C clique	Recall	0.13218621013950085
596	Complete Hi-C clique	F1	0.2331725599827962
597	SGMCI	AUROC	0.8418238479425642
597	SGMCI	AUPRC	0.8379512191544939
597	SGMCI	Precision	0.6288837230095221
597	SGMCI	Recall	0.9799892021804629
597	SGMCI	F1	0.7661254637666361
597	Complete Hi-C clique	AUROC	0.564463390629106
597	Complete Hi-C clique	AUPRC	0.5876891572115011
597	Complete Hi-C clique	Precision	0.9879549792667676
597	Complete Hi-C clique	Recall	0.13070586391264216
597	Complete Hi-C clique	F1	0.23086802377894505
598	SGMCI	AUROC	0.8415548241498839
598	SGMCI	AUPRC	0.8382862544388014
598	SGMCI	Precision	0.6294222291839155
598	SGMCI	Recall	0.9797540883679619
598	SGMCI	F1	0.7664529929085745
598	Complete Hi-C clique	AUROC	0.5640651526271319
598	Complete Hi-C clique	AUPRC	0.5872973274679948
598	Complete Hi-C clique	Precision	0.9876240900066181
598	Complete Hi-C clique	Recall	0.12994827496124975
598	Complete Hi-C clique	F1	0.22967648597900694
599	SGMCI	AUROC	0.8449441043639744
599	SGMCI	AUPRC	0.8413345560281585
599	SGMCI	Precision	0.6297508363262064
599	SGMCI	Recall	0.9802765635068531
599	SGMCI	F1	0.7668564966825161
599	Complete Hi-C clique	AUROC	0.5647054554032035
599	Complete Hi-C clique	AUPRC	0.5877045192848063
599	Complete Hi-C clique	Precision	0.984510250569476
599	Complete Hi-C clique	Recall	0.1317246904334802
599	Complete Hi-C clique	F1	0.232360237475327
600	SGMCI	AUROC	0.8424746638491082
600	SGMCI	AUPRC	0.8387140460705805
600	SGMCI	Precision	0.6292396091846089
600	SGMCI	Recall	0.9803026872637977
600	SGMCI	F1	0.7664853308640798
600	Complete Hi-C clique	AUROC	0.5639582132326032
600	Complete Hi-C clique	AUPRC	0.5871107373920139
600	Complete Hi-C clique	Precision	0.9861882104150146
600	Complete Hi-C clique	Recall	0.12994827496124975
600	Complete Hi-C clique	F1	0.2296376086789259
601	SGMCI	AUROC	0.8413007998496601
601	SGMCI	AUPRC	0.8369519339193888
601	SGMCI	Precision	0.6288670165495732
601	SGMCI	Recall	0.9797715042059248
601	SGMCI	F1	0.7660465353781212
601	Complete Hi-C clique	AUROC	0.5643730615676006
601	Complete Hi-C clique	AUPRC	0.5875453399745104
601	Complete Hi-C clique	Precision	0.9869771112865036
601	Complete Hi-C clique	Recall	0.13067103223671606
601	Complete Hi-C clique	F1	0.23078697651527966
602	SGMCI	AUROC	0.8427853764801021
602	SGMCI	AUPRC	0.838652307714191
602	SGMCI	Precision	0.628892428942735
602	SGMCI	Recall	0.9797453804489803
602	SGMCI	F1	0.7660574039211147
602	Complete Hi-C clique	AUROC	0.564273427421392
602	Complete Hi-C clique	AUPRC	0.5874551116692769
602	Complete Hi-C clique	Precision	0.9870215429211411
602	Complete Hi-C clique	Recall	0.13046204218115956
602	Complete Hi-C clique	F1	0.23046217033157207
603	SGMCI	AUROC	0.8405121388520973
603	SGMCI	AUPRC	0.837415590608204
603	SGMCI	Precision	0.6282543246700292
603	SGMCI	Recall	0.979440603284627
603	SGMCI	F1	0.765490745876564
603	Complete Hi-C clique	AUROC	0.5644045531281934
603	Complete Hi-C clique	AUPRC	0.587582872362419
603	Complete Hi-C clique	Precision	0.987111198790031
603	Complete Hi-C clique	Recall	0.1307145718316237
603	Complete Hi-C clique	F1	0.23085854896382027
604	SGMCI	AUROC	0.8418904940159815
604	SGMCI	AUPRC	0.8381724476569903
604	SGMCI	Precision	0.628814401617055
604	SGMCI	Recall	0.980642296104077
604	SGMCI	F1	0.7662734878150845
604	Complete Hi-C clique	AUROC	0.5644754386634209
604	Complete Hi-C clique	AUPRC	0.587692726389242
604	Complete Hi-C clique	Precision	0.9878289473684211
604	Complete Hi-C clique	Recall	0.13074940350754977
604	Complete Hi-C clique	F1	0.230932496654824
605	SGMCI	AUROC	0.8410581388833883
605	SGMCI	AUPRC	0.8375135136444412
605	SGMCI	Precision	0.6297557696616626
605	SGMCI	Recall	0.9789790835786064
605	SGMCI	F1	0.7664628201719401
605	Complete Hi-C clique	AUROC	0.5637048780771995
605	Complete Hi-C clique	AUPRC	0.5868985978895005
605	Complete Hi-C clique	Precision	0.9865860946942028
605	Complete Hi-C clique	Recall	0.1293735523084693
605	Complete Hi-C clique	F1	0.22875047152744096
606	SGMCI	AUROC	0.8404229711060689
606	SGMCI	AUPRC	0.8367384240485681
606	SGMCI	Precision	0.6287283618117407
606	SGMCI	Recall	0.979823751719814
606	SGMCI	F1	0.765959619338062
606	Complete Hi-C clique	AUROC	0.5646543398290463
606	Complete Hi-C clique	AUPRC	0.5877644268959981
606	Complete Hi-C clique	Precision	0.9862691251471165
606	Complete Hi-C clique	Recall	0.13135024991727476
606	Complete Hi-C clique	F1	0.23182614575969013
607	SGMCI	AUROC	0.8397149737033291
607	SGMCI	AUPRC	0.8362738757062277
607	SGMCI	Precision	0.6281035570518511
607	SGMCI	Recall	0.9796321775022205
607	SGMCI	F1	0.7654373067253619
607	Complete Hi-C clique	AUROC	0.5631991937586179
607	Complete Hi-C clique	AUPRC	0.5863164904999056
607	Complete Hi-C clique	Precision	0.9847333333333333
607	Complete Hi-C clique	Recall	0.12862467127605845
607	Complete Hi-C clique	F1	0.2275296908455152
608	SGMCI	AUROC	0.8405097790993445
608	SGMCI	AUPRC	0.8367775214208282
608	SGMCI	Precision	0.6288403391403006
608	SGMCI	Recall	0.9797627962869433
608	SGMCI	F1	0.7660240808003785
608	Complete Hi-C clique	AUROC	0.5644874866977357
608	Complete Hi-C clique	AUPRC	0.5876962997679467
608	Complete Hi-C clique	Precision	0.9877030314986519
608	Complete Hi-C clique	Recall	0.13079294310245737
608	Complete Hi-C clique	F1	0.2309969625898727
609	SGMCI	AUROC	0.8423020939607746
609	SGMCI	AUPRC	0.8387133029925269
609	SGMCI	Precision	0.6297898052467564
609	SGMCI	Recall	0.9802330239119456
609	SGMCI	F1	0.7668720642284647
609	Complete Hi-C clique	AUROC	0.564441919414513
609	Complete Hi-C clique	AUPRC	0.5876376499995346
609	Complete Hi-C clique	Precision	0.987438342650444
609	Complete Hi-C clique	Recall	0.13074069558856824
609	Complete Hi-C clique	F1	0.2309082380443392
610	SGMCI	AUROC	0.8414589979298648
610	SGMCI	AUPRC	0.8384927802353545
610	SGMCI	Precision	0.6287512776545893
610	SGMCI	Recall	0.9802591476688901
610	SGMCI	F1	0.7661096309000024
610	Complete Hi-C clique	AUROC	0.564389970483485
610	Complete Hi-C clique	AUPRC	0.5875574226942336
610	Complete Hi-C clique	Precision	0.9869165023011177
610	Complete Hi-C clique	Recall	0.1307145718316237
610	Complete Hi-C clique	F1	0.23085322342519687
611	SGMCI	AUROC	0.8420482158196971
611	SGMCI	AUPRC	0.8380798752542686
611	SGMCI	Precision	0.6292605220501928
611	SGMCI	Recall	0.9803462268587053
611	SGMCI	F1	0.7665141549899913
611	Complete Hi-C clique	AUROC	0.5634075866484525
611	Complete Hi-C clique	AUPRC	0.5865751204024663
611	Complete Hi-C clique	Precision	0.9858132409750899
611	Complete Hi-C clique	Recall	0.1288859088455041
611	Complete Hi-C clique	F1	0.22796722422450177
612	SGMCI	AUROC	0.8433708195443684
612	SGMCI	AUPRC	0.839307255217729
612	SGMCI	Precision	0.6295118256368403
612	SGMCI	Recall	0.9806335881850955
612	SGMCI	F1	0.7667884342370007
612	Complete Hi-C clique	AUROC	0.5642276517989517
612	Complete Hi-C clique	AUPRC	0.5873613735380195
612	Complete Hi-C clique	Precision	0.9861805738352198
612	Complete Hi-C clique	Recall	0.13049687385708564
612	Complete Hi-C clique	F1	0.23049356322192655
613	SGMCI	AUROC	0.8421247294344465
613	SGMCI	AUPRC	0.8384137089012643
613	SGMCI	Precision	0.6284309892196839
613	SGMCI	Recall	0.9797105487730542
613	SGMCI	F1	0.765704329835164
613	Complete Hi-C clique	AUROC	0.5642406234337807
613	Complete Hi-C clique	AUPRC	0.5874396976493192
613	Complete Hi-C clique	Precision	0.9872716480907472
613	Complete Hi-C clique	Recall	0.1303575471533813
613	Complete Hi-C clique	F1	0.2303059207236868
614	SGMCI	AUROC	0.8424836882134354
614	SGMCI	AUPRC	0.8376184733597434
614	SGMCI	Precision	0.6301827647009433
614	SGMCI	Recall	0.9803288110207422
614	SGMCI	F1	0.7671926482964943
614	Complete Hi-C clique	AUROC	0.5643636383873227
614	Complete Hi-C clique	AUPRC	0.5874975851523225
614	Complete Hi-C clique	Precision	0.986336464560205
614	Complete Hi-C clique	Recall	0.13074940350754977
614	Complete Hi-C clique	F1	0.23089165852945928
615	SGMCI	AUROC	0.8450410591374725
615	SGMCI	AUPRC	0.8408155978158142
615	SGMCI	Precision	0.6300708378562876
615	SGMCI	Recall	0.9805552169142618
615	SGMCI	F1	0.7671790050280016
615	Complete Hi-C clique	AUROC	0.563847544896237
615	Complete Hi-C clique	AUPRC	0.5870255980716734
615	Complete Hi-C clique	Precision	0.9864864864864865
615	Complete Hi-C clique	Recall	0.1296783294728226
615	Complete Hi-C clique	F1	0.2292240676035526
616	SGMCI	AUROC	0.843849582516432
616	SGMCI	AUPRC	0.8399586906635955
616	SGMCI	Precision	0.6298559580969009
616	SGMCI	Recall	0.9801111130462042
616	SGMCI	F1	0.7668837893818816
616	Complete Hi-C clique	AUROC	0.5653427723506653
616	Complete Hi-C clique	AUPRC	0.5884186124791841
616	Complete Hi-C clique	Precision	0.9864724919093851
616	Complete Hi-C clique	Recall	0.1327173931973737
616	Complete Hi-C clique	F1	0.23395861476114457
617	SGMCI	AUROC	0.8419130878157821
617	SGMCI	AUPRC	0.8370144238878527
617	SGMCI	Precision	0.6290601157038652
617	SGMCI	Recall	0.9800066180184259
617	SGMCI	F1	0.7662616641077404
617	Complete Hi-C clique	AUROC	0.5652058900137111
617	Complete Hi-C clique	AUPRC	0.588374967716386
617	Complete Hi-C clique	Precision	0.9878350247202706
617	Complete Hi-C clique	Recall	0.13222974973440846
617	Complete Hi-C clique	F1	0.23323861454573383
618	SGMCI	AUROC	0.8416324794821706
618	SGMCI	AUPRC	0.8383448132751745
618	SGMCI	Precision	0.629281990468306
618	SGMCI	Recall	0.979623469583239
618	SGMCI	F1	0.7663090494192977
618	Complete Hi-C clique	AUROC	0.5653874160333735
618	Complete Hi-C clique	AUPRC	0.5884026676588742
618	Complete Hi-C clique	Precision	0.9855409243480506
618	Complete Hi-C clique	Recall	0.1329525070098748
618	Complete Hi-C clique	F1	0.23429755236706826
619	SGMCI	AUROC	0.8428879913755413
619	SGMCI	AUPRC	0.8386177023059462
619	SGMCI	Precision	0.6289196756400297
619	SGMCI	Recall	0.9799630784235184
619	SGMCI	F1	0.7661441579440048
619	Complete Hi-C clique	AUROC	0.5645895373587636
619	Complete Hi-C clique	AUPRC	0.5877070928577273
619	Complete Hi-C clique	Precision	0.9863193035281796
619	Complete Hi-C clique	Recall	0.13121092321357042
619	Complete Hi-C clique	F1	0.23161049840525685
620	SGMCI	AUROC	0.84208930262455
620	SGMCI	AUPRC	0.8384222991411471
620	SGMCI	Precision	0.6293165699187766
620	SGMCI	Recall	0.9789703756596249
620	SGMCI	F1	0.7661347753346895
620	Complete Hi-C clique	AUROC	0.5645818432839396
620	Complete Hi-C clique	AUPRC	0.5877075862834676
620	Complete Hi-C clique	Precision	0.9864448955536638
620	Complete Hi-C clique	Recall	0.13117609153764434
620	Complete Hi-C clique	F1	0.23155969225802983
621	SGMCI	AUROC	0.8428335247230565
621	SGMCI	AUPRC	0.839170644017369
621	SGMCI	Precision	0.628772725748958
621	SGMCI	Recall	0.9799804942614814
621	SGMCI	F1	0.7660404329181132
621	Complete Hi-C clique	AUROC	0.565092568971377
621	Complete Hi-C clique	AUPRC	0.5881667481381051
621	Complete Hi-C clique	Precision	0.9861697292383611
621	Complete Hi-C clique	Recall	0.13225587349135304
621	Complete Hi-C clique	F1	0.2332327490229501
622	SGMCI	AUROC	0.8422781709720029
622	SGMCI	AUPRC	0.8384207716353727
622	SGMCI	Precision	0.6286065482176779
622	SGMCI	Recall	0.9797105487730542
622	SGMCI	F1	0.765834632323411
622	Complete Hi-C clique	AUROC	0.5647877015633805
622	Complete Hi-C clique	AUPRC	0.5879448166679704
622	Complete Hi-C clique	Precision	0.9871853546910755
622	Complete Hi-C clique	Recall	0.1314808687019976
622	Complete Hi-C clique	F1	0.2320548976816027
623	SGMCI	AUROC	0.8421843493291216
623	SGMCI	AUPRC	0.8383967496077045
623	SGMCI	Precision	0.62853470437018
623	SGMCI	Recall	0.9793796478517564
623	SGMCI	F1	0.7656802075036252
623	Complete Hi-C clique	AUROC	0.5635443787417632
623	Complete Hi-C clique	AUPRC	0.5866849881321796
623	Complete Hi-C clique	Precision	0.9855207226354942
623	Complete Hi-C clique	Recall	0.12920810184782042
623	Complete Hi-C clique	F1	0.22846320846228463
624	SGMCI	AUROC	0.8427196406314996
624	SGMCI	AUPRC	0.8390292284874592
624	SGMCI	Precision	0.6286172644900195
624	SGMCI	Recall	0.9792838607429597
624	SGMCI	F1	0.7657121847094511
624	Complete Hi-C clique	AUROC	0.564596425928648
624	Complete Hi-C clique	AUPRC	0.5877330116147322
624	Complete Hi-C clique	Precision	0.9866387215090385
624	Complete Hi-C clique	Recall	0.13117609153764434
624	Complete Hi-C clique	F1	0.2315650315896269
625	SGMCI	AUROC	0.8420048733893722
625	SGMCI	AUPRC	0.8382105643621574
625	SGMCI	Precision	0.6300382506622461
625	SGMCI	Recall	0.9796321775022205
625	SGMCI	F1	0.7668721902405273
625	Complete Hi-C clique	AUROC	0.563981712135511
625	Complete Hi-C clique	AUPRC	0.5871795427830374
625	Complete Hi-C clique	Precision	0.9869640021175226
625	Complete Hi-C clique	Recall	0.1298786116093976
625	Complete Hi-C clique	F1	0.2295498268564833
626	SGMCI	AUROC	0.8426894323761491
626	SGMCI	AUPRC	0.8387209889811506
626	SGMCI	Precision	0.6298021280045624
626	SGMCI	Recall	0.9808774099165781
626	SGMCI	F1	0.7670783238165283
626	Complete Hi-C clique	AUROC	0.5633626443828831
626	Complete Hi-C clique	AUPRC	0.5866219893432874
626	Complete Hi-C clique	Precision	0.9872952189903043
626	Complete Hi-C clique	Recall	0.12857242376216932
626	Complete Hi-C clique	F1	0.2275161218247517
627	SGMCI	AUROC	0.8421241065755296
627	SGMCI	AUPRC	0.8384751026070771
627	SGMCI	Precision	0.6295212408791799
627	SGMCI	Recall	0.9796670091781466
627	SGMCI	F1	0.7664997445068984
627	Complete Hi-C clique	AUROC	0.5646089808850415
627	Complete Hi-C clique	AUPRC	0.5877409868841528
627	Complete Hi-C clique	Precision	0.9865776206377267
627	Complete Hi-C clique	Recall	0.13121092321357042
627	Complete Hi-C clique	F1	0.23161761880240717
628	SGMCI	AUROC	0.8430111072817519
628	SGMCI	AUPRC	0.8392984857872189
628	SGMCI	Precision	0.6293967248700634
628	SGMCI	Recall	0.9796321775022205
628	SGMCI	F1	0.7663967790611727
628	Complete Hi-C clique	AUROC	0.5642552963221324
628	Complete Hi-C clique	AUPRC	0.5873991237468232
628	Complete Hi-C clique	Precision	0.9863779942090024
628	Complete Hi-C clique	Recall	0.1305229976140302
628	Complete Hi-C clique	F1	0.2305397050002307
629	SGMCI	AUROC	0.840651729429569
629	SGMCI	AUPRC	0.8362600318477829
629	SGMCI	Precision	0.6287754656943614
629	SGMCI	Recall	0.9790922865253662
629	SGMCI	F1	0.7657709504626147
629	Complete Hi-C clique	AUROC	0.5646354032248471
629	Complete Hi-C clique	AUPRC	0.5877349078481516
629	Complete Hi-C clique	Precision	0.9860747907949791
629	Complete Hi-C clique	Recall	0.13134154199829326
629	Complete Hi-C clique	F1	0.23180721410238683
630	SGMCI	AUROC	0.8420513417121981
630	SGMCI	AUPRC	0.8391338563793213
630	SGMCI	Precision	0.6287501817083944
630	SGMCI	Recall	0.9792664449049966
630	SGMCI	F1	0.7658054587056004
630	Complete Hi-C clique	AUROC	0.5638508850115704
630	Complete Hi-C clique	AUPRC	0.5870209904595695
630	Complete Hi-C clique	Precision	0.9863585193033574
630	Complete Hi-C clique	Recall	0.12970445322976715
630	Complete Hi-C clique	F1	0.2292614226675594
631	SGMCI	AUROC	0.8417875990774166
631	SGMCI	AUPRC	0.8377921924481135
631	SGMCI	Precision	0.6292882114389596
631	SGMCI	Recall	0.9796495933401835
631	SGMCI	F1	0.7663216546951259
631	Complete Hi-C clique	AUROC	0.5643014607710769
631	Complete Hi-C clique	AUPRC	0.5873962397459
631	Complete Hi-C clique	Precision	0.9856223739495799
631	Complete Hi-C clique	Recall	0.1307319876695867
631	Complete Hi-C clique	F1	0.23084492965326364
632	SGMCI	AUROC	0.8419227214093579
632	SGMCI	AUPRC	0.837638508117362
632	SGMCI	Precision	0.6303771650145968
632	SGMCI	Recall	0.9796321775022205
632	SGMCI	F1	0.7671231942611856
632	Complete Hi-C clique	AUROC	0.5642969263242996
632	Complete Hi-C clique	AUPRC	0.587524087309477
632	Complete Hi-C clique	Precision	0.9877960287617916
632	Complete Hi-C clique	Recall	0.13039237882930738
632	Complete Hi-C clique	F1	0.23037454710493319
633	SGMCI	AUROC	0.841978731515974
633	SGMCI	AUPRC	0.8391576116483518
633	SGMCI	Precision	0.6283082591341725
633	SGMCI	Recall	0.9800936972082411
633	SGMCI	F1	0.7657301861055266
633	Complete Hi-C clique	AUROC	0.5648299287312696
633	Complete Hi-C clique	AUPRC	0.588008092968298
633	Complete Hi-C clique	Precision	0.9875752027203767
633	Complete Hi-C clique	Recall	0.13150699245894215
633	Complete Hi-C clique	F1	0.23210635518327824
634	SGMCI	AUROC	0.8415996851453804
634	SGMCI	AUPRC	0.8374498248805299
634	SGMCI	Precision	0.6304619435806931
634	SGMCI	Recall	0.9798847071526846
634	SGMCI	F1	0.7672633922331354
634	Complete Hi-C clique	AUROC	0.5640663469585758
634	Complete Hi-C clique	AUPRC	0.587174157442526
634	Complete Hi-C clique	Precision	0.9855712215048096
634	Complete Hi-C clique	Recall	0.13026176004458453
634	Complete Hi-C clique	F1	0.23011014029042579
635	SGMCI	AUROC	0.8430973352945397
635	SGMCI	AUPRC	0.8395687986643461
635	SGMCI	Precision	0.629196198318444
635	SGMCI	Recall	0.979440603284627
635	SGMCI	F1	0.7661894884554208
635	Complete Hi-C clique	AUROC	0.5636418949560139
635	Complete Hi-C clique	AUPRC	0.586823575286989
635	Complete Hi-C clique	Precision	0.9863150202617419
635	Complete Hi-C clique	Recall	0.1292864731186541
635	Complete Hi-C clique	F1	0.2286070628450008
636	SGMCI	AUROC	0.8424225196159365
636	SGMCI	AUPRC	0.838054444389419
636	SGMCI	Precision	0.6302804869167726
636	SGMCI	Recall	0.9797453804489803
636	SGMCI	F1	0.7670863033451623
636	Complete Hi-C clique	AUROC	0.563999127973474
636	Complete Hi-C clique	AUPRC	0.5871959946322817
636	Complete Hi-C clique	Precision	0.9869674517068008
636	Complete Hi-C clique	Recall	0.12991344328532367
636	Complete Hi-C clique	F1	0.22960432152915644
637	SGMCI	AUROC	0.8420815622850439
637	SGMCI	AUPRC	0.837558149176258
637	SGMCI	Precision	0.6295158646233725
637	SGMCI	Recall	0.9797627962869433
637	SGMCI	F1	0.7665250758765401
637	Complete Hi-C clique	AUROC	0.5652903164975583
637	Complete Hi-C clique	AUPRC	0.5883341661837751
637	Complete Hi-C clique	Precision	0.9858963576373164
637	Complete Hi-C clique	Recall	0.13269997735941064
637	Complete Hi-C clique	F1	0.2339153459457385
638	SGMCI	AUROC	0.8420730803137959
638	SGMCI	AUPRC	0.8375225997365995
638	SGMCI	Precision	0.6288927625624351
638	SGMCI	Recall	0.9801894843170379
638	SGMCI	F1	0.7661933674580702
638	Complete Hi-C clique	AUROC	0.5655111741001432
638	Complete Hi-C clique	AUPRC	0.5886672745051702
638	Complete Hi-C clique	Precision	0.9879533678756477
638	Complete Hi-C clique	Recall	0.13283059614413348
638	Complete Hi-C clique	F1	0.23417614639463302
639	SGMCI	AUROC	0.8429527648087043
639	SGMCI	AUPRC	0.8399389750505819
639	SGMCI	Precision	0.6290445077344056
639	SGMCI	Recall	0.9808861178355597
639	SGMCI	F1	0.7665187745825225
639	Complete Hi-C clique	AUROC	0.5641935353843222
639	Complete Hi-C clique	AUPRC	0.5873679726974886
639	Complete Hi-C clique	Precision	0.9868134766268873
639	Complete Hi-C clique	Recall	0.13033142339643672
639	Complete Hi-C clique	F1	0.2302526825891312
640	SGMCI	AUROC	0.8424450699447138
640	SGMCI	AUPRC	0.8398335273603981
640	SGMCI	Precision	0.6285291324507011
640	SGMCI	Recall	0.9797540883679619
640	SGMCI	F1	0.7657904767090469
640	Complete Hi-C clique	AUROC	0.5649307850608536
640	Complete Hi-C clique	AUPRC	0.5881424361077567
640	Complete Hi-C clique	Precision	0.9882306786975285
640	Complete Hi-C clique	Recall	0.1316114874867204
640	Complete Hi-C clique	F1	0.23228721605754157
641	SGMCI	AUROC	0.8418069991749995
641	SGMCI	AUPRC	0.8370082144157687
641	SGMCI	Precision	0.62788791300711
641	SGMCI	Recall	0.9804768456434282
641	SGMCI	F1	0.7655347545408497
641	Complete Hi-C clique	AUROC	0.5638897720641262
641	Complete Hi-C clique	AUPRC	0.5870888020768409
641	Complete Hi-C clique	Precision	0.986881335718545
641	Complete Hi-C clique	Recall	0.12970445322976715
641	Complete Hi-C clique	F1	0.22927553855507923
642	SGMCI	AUROC	0.8426951617469649
642	SGMCI	AUPRC	0.8382010207796524
642	SGMCI	Precision	0.6298931786626059
642	SGMCI	Recall	0.9797192566920357
642	SGMCI	F1	0.766791388088082
642	Complete Hi-C clique	AUROC	0.5639630741141728
