bootstrap_id	Method	Metric	Value
183	SGMCI	Recall	0.9802765635068531
183	SGMCI	F1	0.7658991097519076
183	Complete Hi-C clique	AUROC	0.5650082327311731
183	Complete Hi-C clique	AUPRC	0.5881414637105085
183	Complete Hi-C clique	Precision	0.9870375195414278
183	Complete Hi-C clique	Recall	0.13195109632699978
183	Complete Hi-C clique	F1	0.2327828558261003
184	SGMCI	AUROC	0.8408415840655453
184	SGMCI	AUPRC	0.836912988822661
184	SGMCI	Precision	0.6279389108446648
184	SGMCI	Recall	0.9795886379073129
184	SGMCI	F1	0.7653017490628805
184	Complete Hi-C clique	AUROC	0.5648618091183666
184	Complete Hi-C clique	AUPRC	0.5879487713096513
184	Complete Hi-C clique	Precision	0.9861219702892885
184	Complete Hi-C clique	Recall	0.13179435378533239
184	Complete Hi-C clique	F1	0.23251348071221178
185	SGMCI	AUROC	0.8419027152148107
185	SGMCI	AUPRC	0.8388354528239466
185	SGMCI	Precision	0.6294118305319935
185	SGMCI	Recall	0.9795625141503683
185	SGMCI	F1	0.7663866576736771
185	Complete Hi-C clique	AUROC	0.564739808008982
185	Complete Hi-C clique	AUPRC	0.5878995735500725
185	Complete Hi-C clique	Precision	0.9871761319026433
185	Complete Hi-C clique	Recall	0.13138508159320086
185	Complete Hi-C clique	F1	0.23190544258465134
186	SGMCI	AUROC	0.8414226200061482
186	SGMCI	AUPRC	0.8378471280902939
186	SGMCI	Precision	0.6289476920325094
186	SGMCI	Recall	0.9798150438008325
186	SGMCI	F1	0.7661196976918364
186	Complete Hi-C clique	AUROC	0.564796409482362
186	Complete Hi-C clique	AUPRC	0.5879530426918386
186	Complete Hi-C clique	Precision	0.9871870301366281
186	Complete Hi-C clique	Recall	0.13149828453996065
186	Complete Hi-C clique	F1	0.2320820686210474
187	SGMCI	AUROC	0.843087917151313
187	SGMCI	AUPRC	0.8390451246848699
187	SGMCI	Precision	0.6296364653243848
187	SGMCI	Recall	0.9803288110207422
187	SGMCI	F1	0.7667876773442128
187	Complete Hi-C clique	AUROC	0.5654227546313784
187	Complete Hi-C clique	AUPRC	0.5884399145934447
187	Complete Hi-C clique	Precision	0.9856110465866563
187	Complete Hi-C clique	Recall	0.13301346244274542
187	Complete Hi-C clique	F1	0.23439418119322364
188	SGMCI	AUROC	0.8419254309197204
188	SGMCI	AUPRC	0.8382429871037852
188	SGMCI	Precision	0.6285455642727822
188	SGMCI	Recall	0.9794841428795347
188	SGMCI	F1	0.7657201985064365
188	Complete Hi-C clique	AUROC	0.5637571255910886
188	Complete Hi-C clique	AUPRC	0.5869479524030135
188	Complete Hi-C clique	Precision	0.9865967752637516
188	Complete Hi-C clique	Recall	0.12947804733624757
188	Complete Hi-C clique	F1	0.228914086014056
189	SGMCI	AUROC	0.8424671307059595
189	SGMCI	AUPRC	0.8386360552496663
189	SGMCI	Precision	0.6290483057763468
189	SGMCI	Recall	0.9799717863424998
189	SGMCI	F1	0.7662422550554913
189	Complete Hi-C clique	AUROC	0.5640647359486964
189	Complete Hi-C clique	AUPRC	0.5872268793900975
189	Complete Hi-C clique	Precision	0.9864668603115923
189	Complete Hi-C clique	Recall	0.1301224333408802
189	Complete Hi-C clique	F1	0.2299170679919376
190	SGMCI	AUROC	0.842396554674259
190	SGMCI	AUPRC	0.8386453979830735
190	SGMCI	Precision	0.6298786285586442
190	SGMCI	Recall	0.9806510040230586
190	SGMCI	F1	0.7670658111624233
190	Complete Hi-C clique	AUROC	0.5633421870124478
190	Complete Hi-C clique	AUPRC	0.5865793073017167
190	Complete Hi-C clique	Precision	0.9869010225222214
190	Complete Hi-C clique	Recall	0.12858983960013237
190	Complete Hi-C clique	F1	0.227532915771065
191	SGMCI	AUROC	0.8419954475847482
191	SGMCI	AUPRC	0.8379235402610303
191	SGMCI	Precision	0.6287805096210826
191	SGMCI	Recall	0.979423187446664
191	SGMCI	F1	0.765875880101867
191	Complete Hi-C clique	AUROC	0.5632107348708542
191	Complete Hi-C clique	AUPRC	0.5863158375268473
191	Complete Hi-C clique	Precision	0.9845426077686721
191	Complete Hi-C clique	Recall	0.12867691878994758
191	Complete Hi-C clique	F1	0.2276063366885642
192	SGMCI	AUROC	0.8421711815032575
192	SGMCI	AUPRC	0.8387281423904428
192	SGMCI	Precision	0.6288477665343546
192	SGMCI	Recall	0.9794841428795347
192	SGMCI	F1	0.7659444073705858
192	Complete Hi-C clique	AUROC	0.5636667965295833
192	Complete Hi-C clique	AUPRC	0.5868044874368704
192	Complete Hi-C clique	Precision	0.9856119878000266
192	Complete Hi-C clique	Recall	0.1294432156603215
192	Complete Hi-C clique	F1	0.22883312807881773
193	SGMCI	AUROC	0.8420500094332714
193	SGMCI	AUPRC	0.8381702711090365
193	SGMCI	Precision	0.6285257788975603
193	SGMCI	Recall	0.9797105487730542
193	SGMCI	F1	0.7657746876712236
193	Complete Hi-C clique	AUROC	0.5635793285132638
193	Complete Hi-C clique	AUPRC	0.586818892105059
193	Complete Hi-C clique	Precision	0.9872076753947632
193	Complete Hi-C clique	Recall	0.12902523554920844
193	Complete Hi-C clique	F1	0.22822244641770695
194	SGMCI	AUROC	0.8398292305790166
194	SGMCI	AUPRC	0.8355231622745326
194	SGMCI	Precision	0.6286562126275553
194	SGMCI	Recall	0.9795799299883314
194	SGMCI	F1	0.7658315746476955
194	Complete Hi-C clique	AUROC	0.5645446853368375
194	Complete Hi-C clique	AUPRC	0.5876880212347569
194	Complete Hi-C clique	Precision	0.9866920152091255
194	Complete Hi-C clique	Recall	0.13106288859088455
194	Complete Hi-C clique	F1	0.2313900931648372
195	SGMCI	AUROC	0.8418813897784108
195	SGMCI	AUPRC	0.8384791538967908
195	SGMCI	Precision	0.6298332027314452
195	SGMCI	Recall	0.9798672913147216
195	SGMCI	F1	0.7667922779712297
195	Complete Hi-C clique	AUROC	0.5651053322669883
195	Complete Hi-C clique	AUPRC	0.5882098557195902
195	Complete Hi-C clique	Precision	0.9866770650549165
195	Complete Hi-C clique	Recall	0.1322036259774639
195	Complete Hi-C clique	F1	0.2331656747936264
196	SGMCI	AUROC	0.8418328945715051
196	SGMCI	AUPRC	0.8381952701615071
196	SGMCI	Precision	0.6285289747399703
196	SGMCI	Recall	0.9797976279628694
196	SGMCI	F1	0.7658036589349886
196	Complete Hi-C clique	AUROC	0.5644376556986658
196	Complete Hi-C clique	AUPRC	0.5875675030554686
196	Complete Hi-C clique	Precision	0.9863517060367454
196	Complete Hi-C clique	Recall	0.13089743813023563
196	Complete Hi-C clique	F1	0.23112286474269286
197	SGMCI	AUROC	0.8407326466547441
197	SGMCI	AUPRC	0.8359020003841882
197	SGMCI	Precision	0.6283356427677455
197	SGMCI	Recall	0.9792664449049966
197	SGMCI	F1	0.7654979000319931
197	Complete Hi-C clique	AUROC	0.5646006896444954
197	Complete Hi-C clique	AUPRC	0.587803241075016
197	Complete Hi-C clique	Precision	0.9877240202192609
197	Complete Hi-C clique	Recall	0.13101934899597695
197	Complete Hi-C clique	F1	0.23135057007326773
198	SGMCI	AUROC	0.8404196682395191
198	SGMCI	AUPRC	0.8365864675786168
198	SGMCI	Precision	0.6287031970608927
198	SGMCI	Recall	0.9805290931573173
198	SGMCI	F1	0.7661563584404982
198	Complete Hi-C clique	AUROC	0.5650204891047057
198	Complete Hi-C clique	AUPRC	0.5881803108183672
198	Complete Hi-C clique	Precision	0.9874837027379401
198	Complete Hi-C clique	Recall	0.13190755673209217
198	Complete Hi-C clique	F1	0.2327274961975142
199	SGMCI	AUROC	0.8413870941060229
199	SGMCI	AUPRC	0.8382655118849953
199	SGMCI	Precision	0.6286960601423129
199	SGMCI	Recall	0.9801894843170379
199	SGMCI	F1	0.7660473662719477
199	Complete Hi-C clique	AUROC	0.5646753943652036
199	Complete Hi-C clique	AUPRC	0.5877455802889591
199	Complete Hi-C clique	Precision	0.9856396866840731
199	Complete Hi-C clique	Recall	0.13148957662097913
199	Complete Hi-C clique	F1	0.2320256918514421
200	SGMCI	AUROC	0.8428230822382882
200	SGMCI	AUPRC	0.8380087437341428
200	SGMCI	Precision	0.62974465727668
200	SGMCI	Recall	0.9799543705045368
200	SGMCI	F1	0.766753310463005
200	Complete Hi-C clique	AUROC	0.5645896276024068
200	Complete Hi-C clique	AUPRC	0.5876413793477333
200	Complete Hi-C clique	Precision	0.9852412982433226
200	Complete Hi-C clique	Recall	0.13137637367421934
200	Complete Hi-C clique	F1	0.23183840308564668
201	SGMCI	AUROC	0.8429658470046947
201	SGMCI	AUPRC	0.839117208569925
201	SGMCI	Precision	0.6292489058071873
201	SGMCI	Recall	0.9802678555878717
201	SGMCI	F1	0.7664815804614332
201	Complete Hi-C clique	AUROC	0.5645761768974303
201	Complete Hi-C clique	AUPRC	0.5877255434903734
201	Complete Hi-C clique	Precision	0.9868257193419414
201	Complete Hi-C clique	Recall	0.13110642818579216
201	Complete Hi-C clique	F1	0.23146162419770172
202	SGMCI	AUROC	0.8414004269270657
202	SGMCI	AUPRC	0.837566366338669
202	SGMCI	Precision	0.6288621202132058
202	SGMCI	Recall	0.9801198209651858
202	SGMCI	F1	0.7661493431352528
202	Complete Hi-C clique	AUROC	0.5643222167243733
202	Complete Hi-C clique	AUPRC	0.58740811159541
202	Complete Hi-C clique	Precision	0.9854996391312906
202	Complete Hi-C clique	Recall	0.13079294310245737
202	Complete Hi-C clique	F1	0.23093658469084172
203	SGMCI	AUROC	0.84290091509489
203	SGMCI	AUPRC	0.839917190872691
203	SGMCI	Precision	0.629332005215474
203	SGMCI	Recall	0.9793012765809227
203	SGMCI	F1	0.7662475258655638
203	Complete Hi-C clique	AUROC	0.5643444934439058
203	Complete Hi-C clique	AUPRC	0.5874330198745554
203	Complete Hi-C clique	Precision	0.9855680923642088
203	Complete Hi-C clique	Recall	0.13082777477838345
203	Complete Hi-C clique	F1	0.23099275841392353
204	SGMCI	AUROC	0.8415373167137763
204	SGMCI	AUPRC	0.8384479110543441
204	SGMCI	Precision	0.6285418936663594
204	SGMCI	Recall	0.9795276824744422
204	SGMCI	F1	0.7657307787871465
204	Complete Hi-C clique	AUROC	0.5646348060591251
204	Complete Hi-C clique	AUPRC	0.5877964892525582
204	Complete Hi-C clique	Precision	0.987092124230114
204	Complete Hi-C clique	Recall	0.13118479945662587
204	Complete Hi-C clique	F1	0.23159108378170642
205	SGMCI	AUROC	0.8403796889933762
205	SGMCI	AUPRC	0.8364451131517613
205	SGMCI	Precision	0.6285781323322384
205	SGMCI	Recall	0.9797976279628694
205	SGMCI	F1	0.765840145384254
205	Complete Hi-C clique	AUROC	0.5645893290195458
205	Complete Hi-C clique	AUPRC	0.5876720228729302
205	Complete Hi-C clique	Precision	0.9857479079497908
205	Complete Hi-C clique	Recall	0.13129800240338563
205	Complete Hi-C clique	F1	0.23173037023375906
206	SGMCI	AUROC	0.8419108015870483
206	SGMCI	AUPRC	0.8378144991801596
206	SGMCI	Precision	0.6298890573511393
206	SGMCI	Recall	0.9803984743725944
206	SGMCI	F1	0.7669962769816642
206	Complete Hi-C clique	AUROC	0.5647124620686623
206	Complete Hi-C clique	AUPRC	0.5878309716291413
206	Complete Hi-C clique	Precision	0.9864714724527809
206	Complete Hi-C clique	Recall	0.13143732910709
206	Complete Hi-C clique	F1	0.23196735797877657
207	SGMCI	AUROC	0.842700780810588
207	SGMCI	AUPRC	0.8395150211036332
207	SGMCI	Precision	0.6294819826116128
207	SGMCI	Recall	0.9803897664536129
207	SGMCI	F1	0.7666917495479973
207	Complete Hi-C clique	AUROC	0.5650628065162381
207	Complete Hi-C clique	AUPRC	0.5881774576988837
207	Complete Hi-C clique	Precision	0.9867950302478371
207	Complete Hi-C clique	Recall	0.13209913094968564
207	Complete Hi-C clique	F1	0.23300642802835397
208	SGMCI	AUROC	0.8419709379699671
208	SGMCI	AUPRC	0.8392205658068156
208	SGMCI	Precision	0.6292806830070662
208	SGMCI	Recall	0.979440603284627
208	SGMCI	F1	0.7662521246555419
208	Complete Hi-C clique	AUROC	0.5642924542692344
208	Complete Hi-C clique	AUPRC	0.5874187094273364
208	Complete Hi-C clique	Precision	0.9861302833103267
208	Complete Hi-C clique	Recall	0.13063620056078998
208	Complete Hi-C clique	F1	0.23070949089203463
209	SGMCI	AUROC	0.8411818138599743
209	SGMCI	AUPRC	0.8371083919234005
209	SGMCI	Precision	0.6292433457735801
209	SGMCI	Recall	0.9792838607429597
209	SGMCI	F1	0.7661764755977504
209	Complete Hi-C clique	AUROC	0.5646635546701064
209	Complete Hi-C clique	AUPRC	0.5877770106913756
209	Complete Hi-C clique	Precision	0.9863345102654636
209	Complete Hi-C clique	Recall	0.13135895783625628
209	Complete Hi-C clique	F1	0.2318415147696185
210	SGMCI	AUROC	0.8419913877213332
210	SGMCI	AUPRC	0.8379385358755005
210	SGMCI	Precision	0.6293996554116041
210	SGMCI	Recall	0.9797627962869433
210	SGMCI	F1	0.7664389207157989
210	Complete Hi-C clique	AUROC	0.5630653529541363
210	Complete Hi-C clique	AUPRC	0.5862983688613845
210	Complete Hi-C clique	Precision	0.9865191146881288
210	Complete Hi-C clique	Recall	0.1280847802992041
210	Complete Hi-C clique	F1	0.2267318186022135
211	SGMCI	AUROC	0.8413162740101353
211	SGMCI	AUPRC	0.836201313979616
211	SGMCI	Precision	0.6294908295624255
211	SGMCI	Recall	0.9799979100994445
211	SGMCI	F1	0.7665784571161948
211	Complete Hi-C clique	AUROC	0.5640989704589006
211	Complete Hi-C clique	AUPRC	0.5873214730901242
211	Complete Hi-C clique	Precision	0.9875016532204735
211	Complete Hi-C clique	Recall	0.13003535415106499
211	Complete Hi-C clique	F1	0.22980917205293935
212	SGMCI	AUROC	0.8422913987768738
212	SGMCI	AUPRC	0.8391140043568805
212	SGMCI	Precision	0.6289365127276386
212	SGMCI	Recall	0.9797976279628694
212	SGMCI	F1	0.7661060802069858
212	Complete Hi-C clique	AUROC	0.5639167013260105
212	Complete Hi-C clique	AUPRC	0.5870870427174835
212	Complete Hi-C clique	Precision	0.986436416567421
212	Complete Hi-C clique	Recall	0.12982636409550846
212	Complete Hi-C clique	F1	0.22945395222851517
213	SGMCI	AUROC	0.841177336048279
213	SGMCI	AUPRC	0.8382109766518231
213	SGMCI	Precision	0.6285805290745108
213	SGMCI	Recall	0.9795276824744422
213	SGMCI	F1	0.7657594488617797
213	Complete Hi-C clique	AUROC	0.56388825129789
213	Complete Hi-C clique	AUPRC	0.5870757029925828
213	Complete Hi-C clique	Precision	0.986687860123187
213	Complete Hi-C clique	Recall	0.12973057698671173
213	Complete Hi-C clique	F1	0.22931112770034714
214	SGMCI	AUROC	0.8412000928538349
214	SGMCI	AUPRC	0.8367746122049493
214	SGMCI	Precision	0.6291827119231392
214	SGMCI	Recall	0.9802852714258347
214	SGMCI	F1	0.7664377942463039
214	Complete Hi-C clique	AUROC	0.5652743311821883
214	Complete Hi-C clique	AUPRC	0.5883967278138037
214	Complete Hi-C clique	Precision	0.987152034261242
214	Complete Hi-C clique	Recall	0.1324735714658911
214	Complete Hi-C clique	F1	0.23359872244700539
215	SGMCI	AUROC	0.8412410034888739
215	SGMCI	AUPRC	0.8374532452038743
215	SGMCI	Precision	0.6290067195953696
215	SGMCI	Recall	0.9789703756596249
215	SGMCI	F1	0.7659051194097469
215	Complete Hi-C clique	AUROC	0.5638114910369358
215	Complete Hi-C clique	AUPRC	0.5869489008993233
215	Complete Hi-C clique	Precision	0.9857719542055456
215	Complete Hi-C clique	Recall	0.12971316114874867
215	Complete Hi-C clique	F1	0.22925917090550904
216	SGMCI	AUROC	0.8433276497282918
216	SGMCI	AUPRC	0.8392293757679302
216	SGMCI	Precision	0.6298984765891715
216	SGMCI	Recall	0.9800675734512966
216	SGMCI	F1	0.766901974679404
216	Complete Hi-C clique	AUROC	0.5638447117029826
216	Complete Hi-C clique	AUPRC	0.5870345740171878
216	Complete Hi-C clique	Precision	0.9866790377095898
216	Complete Hi-C clique	Recall	0.1296434977968965
216	Complete Hi-C clique	F1	0.2291748443356654
217	SGMCI	AUROC	0.8415946101679631
217	SGMCI	AUPRC	0.8384949979695487
217	SGMCI	Precision	0.6290469561522679
217	SGMCI	Recall	0.979788920043888
217	SGMCI	F1	0.7661853479828538
217	Complete Hi-C clique	AUROC	0.5639843369895479
217	Complete Hi-C clique	AUPRC	0.587135414079255
217	Complete Hi-C clique	Precision	0.986193684766812
217	Complete Hi-C clique	Recall	0.13000052247513888
217	Complete Hi-C clique	F1	0.2297193327999015
218	SGMCI	AUROC	0.8418463614881682
218	SGMCI	AUPRC	0.8382124384246648
218	SGMCI	Precision	0.629875291062153
218	SGMCI	Recall	0.9799108309096293
218	SGMCI	F1	0.7668368007523153
218	Complete Hi-C clique	AUROC	0.5654942651842589
218	Complete Hi-C clique	AUPRC	0.5886552084811822
218	Complete Hi-C clique	Precision	0.9880134767396657
218	Complete Hi-C clique	Recall	0.13278705654922587
218	Complete Hi-C clique	F1	0.23411016949152544
219	SGMCI	AUROC	0.841974159989726
219	SGMCI	AUPRC	0.8377007009064336
219	SGMCI	Precision	0.6296126287505598
219	SGMCI	Recall	0.9794144795276825
219	SGMCI	F1	0.7664901628060706
219	Complete Hi-C clique	AUROC	0.5635881545278197
219	Complete Hi-C clique	AUPRC	0.5869288644134818
219	Complete Hi-C clique	Precision	0.9889007756084515
219	Complete Hi-C clique	Recall	0.12879012173670737
219	Complete Hi-C clique	F1	0.227899594742438
220	SGMCI	AUROC	0.8421569195790394
220	SGMCI	AUPRC	0.8384848459877904
220	SGMCI	Precision	0.6293317073989338
220	SGMCI	Recall	0.9796844250161096
220	SGMCI	F1	0.7663645621528098
220	Complete Hi-C clique	AUROC	0.5650817431204372
220	Complete Hi-C clique	AUPRC	0.5882070140167981
220	Complete Hi-C clique	Precision	0.986988484809056
220	Complete Hi-C clique	Recall	0.13210783886866717
220	Complete Hi-C clique	F1	0.23302536691012143
221	SGMCI	AUROC	0.8421504209361915
221	SGMCI	AUPRC	0.8385265538879787
221	SGMCI	Precision	0.6282272521654632
221	SGMCI	Recall	0.9795625141503683
221	SGMCI	F1	0.7655078785569192
221	Complete Hi-C clique	AUROC	0.5640256405569228
221	Complete Hi-C clique	AUPRC	0.5871241116563755
221	Complete Hi-C clique	Precision	0.9853706754530478
221	Complete Hi-C clique	Recall	0.1302095125306954
221	Complete Hi-C clique	F1	0.2300231515310007
222	SGMCI	AUROC	0.8406662774921685
222	SGMCI	AUPRC	0.8363580855371785
222	SGMCI	Precision	0.6292745447015234
222	SGMCI	Recall	0.9790748706874032
222	SGMCI	F1	0.7661356264820519
222	Complete Hi-C clique	AUROC	0.5639242773052602
222	Complete Hi-C clique	AUPRC	0.5869859377238897
222	Complete Hi-C clique	Precision	0.9846457990115322
222	Complete Hi-C clique	Recall	0.13011372542189867
222	Complete Hi-C clique	F1	0.2298539376831548
223	SGMCI	AUROC	0.8433129703214031
223	SGMCI	AUPRC	0.8395773781564242
223	SGMCI	Precision	0.6289243121446104
223	SGMCI	Recall	0.9795102666364792
223	SGMCI	F1	0.7660091729062178
223	Complete Hi-C clique	AUROC	0.5646329867100279
223	Complete Hi-C clique	AUPRC	0.587814247624334
223	Complete Hi-C clique	Precision	0.9874106615959609
223	Complete Hi-C clique	Recall	0.13113255194273674
223	Complete Hi-C clique	F1	0.2315184220033977
224	SGMCI	AUROC	0.8418995991424435
224	SGMCI	AUPRC	0.8382990588843895
224	SGMCI	Precision	0.6293952061962403
224	SGMCI	Recall	0.9793448161758302
224	SGMCI	F1	0.7663076991213755
224	Complete Hi-C clique	AUROC	0.564468730580823
224	Complete Hi-C clique	AUPRC	0.5875349098898845
224	Complete Hi-C clique	Precision	0.9853412734768667
224	Complete Hi-C clique	Recall	0.13111513610477368
224	Complete Hi-C clique	F1	0.2314343024462223
225	SGMCI	AUROC	0.8406713191996499
225	SGMCI	AUPRC	0.8369047044796708
225	SGMCI	Precision	0.6285385590546344
225	SGMCI	Recall	0.9800588655323151
225	SGMCI	F1	0.7658905549828003
225	Complete Hi-C clique	AUROC	0.5634779652616012
225	Complete Hi-C clique	AUPRC	0.5866803670186869
225	Complete Hi-C clique	Precision	0.9864747817975881
225	Complete Hi-C clique	Recall	0.1289294484404117
225	Complete Hi-C clique	F1	0.22805301624219274
226	SGMCI	AUROC	0.842423494772153
226	SGMCI	AUPRC	0.838436022167917
226	SGMCI	Precision	0.6297784468333958
226	SGMCI	Recall	0.9799630784235184
226	SGMCI	F1	0.7667810214253351
226	Complete Hi-C clique	AUROC	0.5651796481611923
226	Complete Hi-C clique	AUPRC	0.5882490037033077
226	Complete Hi-C clique	Precision	0.9861876661695091
226	Complete Hi-C clique	Recall	0.13243003187098348
226	Complete Hi-C clique	F1	0.23350401891615932
227	SGMCI	AUROC	0.8419243927791975
227	SGMCI	AUPRC	0.8378072712851103
227	SGMCI	Precision	0.6293395060692979
227	SGMCI	Recall	0.9801459447221303
227	SGMCI	F1	0.7665115138803292
227	Complete Hi-C clique	AUROC	0.5645454908417772
227	Complete Hi-C clique	AUPRC	0.5876616069643255
227	Complete Hi-C clique	Precision	0.9862466435260986
227	Complete Hi-C clique	Recall	0.13113255194273674
227	Complete Hi-C clique	F1	0.2314863919696865
228	SGMCI	AUROC	0.8416081000688185
228	SGMCI	AUPRC	0.837784370548445
228	SGMCI	Precision	0.6293727821249062
228	SGMCI	Recall	0.9791619498772184
228	SGMCI	F1	0.7662350936967632
228	Complete Hi-C clique	AUROC	0.5632244217669796
228	Complete Hi-C clique	AUPRC	0.5864331039107074
228	Complete Hi-C clique	Precision	0.986292209963223
228	Complete Hi-C clique	Recall	0.12844180497744648
228	Complete Hi-C clique	F1	0.2272849845523256
229	SGMCI	AUROC	0.8421728770424783
229	SGMCI	AUPRC	0.8379941738487856
229	SGMCI	Precision	0.6291563247691241
229	SGMCI	Recall	0.980041449694352
229	SGMCI	F1	0.7663436855257693
229	Complete Hi-C clique	AUROC	0.5647273432962318
229	Complete Hi-C clique	AUPRC	0.5878256309088543
229	Complete Hi-C clique	Precision	0.9861573620633366
229	Complete Hi-C clique	Recall	0.13151570037792368
229	Complete Hi-C clique	F1	0.23208070501640377
230	SGMCI	AUROC	0.8413980359361288
230	SGMCI	AUPRC	0.8374365319712032
230	SGMCI	Precision	0.6287407076183555
230	SGMCI	Recall	0.9795363903934238
230	SGMCI	F1	0.7658809591895093
230	Complete Hi-C clique	AUROC	0.5650072188870157
230	Complete Hi-C clique	AUPRC	0.5881327245604712
230	Complete Hi-C clique	Precision	0.986910653816098
230	Complete Hi-C clique	Recall	0.1319685121649628
230	Complete Hi-C clique	F1	0.2328064273315206
231	SGMCI	AUROC	0.8413420325173623
231	SGMCI	AUPRC	0.8370466767322682
231	SGMCI	Precision	0.6290327088958582
231	SGMCI	Recall	0.9798324596387955
231	SGMCI	F1	0.7661880913390009
231	Complete Hi-C clique	AUROC	0.5650112742636454
231	Complete Hi-C clique	AUPRC	0.5881677070071325
231	Complete Hi-C clique	Precision	0.9874185136897001
231	Complete Hi-C clique	Recall	0.13189884881311065
231	Complete Hi-C clique	F1	0.2327121326184148
232	SGMCI	AUROC	0.8418300370818852
232	SGMCI	AUPRC	0.8377444830376173
232	SGMCI	Precision	0.6292293154254338
232	SGMCI	Recall	0.9799195388286107
232	SGMCI	F1	0.7663605501244556
232	Complete Hi-C clique	AUROC	0.5648113809535746
232	Complete Hi-C clique	AUPRC	0.5878817694930587
232	Complete Hi-C clique	Precision	0.9857952694337656
232	Complete Hi-C clique	Recall	0.13174210627144325
232	Complete Hi-C clique	F1	0.23242309021776703
233	SGMCI	AUROC	0.8419266329972184
233	SGMCI	AUPRC	0.8377173622051534
233	SGMCI	Precision	0.6296601015273884
233	SGMCI	Recall	0.9796583012591651
233	SGMCI	F1	0.7666000020442304
233	Complete Hi-C clique	AUROC	0.56435543739042
233	Complete Hi-C clique	AUPRC	0.5874937187983693
233	Complete Hi-C clique	Precision	0.9863985807214666
233	Complete Hi-C clique	Recall	0.1307232797506052
233	Complete Hi-C clique	F1	0.23085262615622376
234	SGMCI	AUROC	0.8429013165351867
234	SGMCI	AUPRC	0.8395859379172109
234	SGMCI	Precision	0.6295625335480408
234	SGMCI	Recall	0.9804768456434282
234	SGMCI	F1	0.7667781235741575
234	Complete Hi-C clique	AUROC	0.5643799222855539
234	Complete Hi-C clique	AUPRC	0.5874047489753664
234	Complete Hi-C clique	Precision	0.9845610362423133
234	Complete Hi-C clique	Recall	0.13105418067190303
234	Complete Hi-C clique	F1	0.2313178199256094
235	SGMCI	AUROC	0.8422871182567455
235	SGMCI	AUPRC	0.8385654528861406
235	SGMCI	Precision	0.6293797825211438
235	SGMCI	Recall	0.9797976279628694
235	SGMCI	F1	0.7664348430251964
235	Complete Hi-C clique	AUROC	0.5628055180553523
235	Complete Hi-C clique	AUPRC	0.5859639262559458
235	Complete Hi-C clique	Precision	0.9849654339217397
235	Complete Hi-C clique	Recall	0.12778871105383235
235	Complete Hi-C clique	F1	0.22622690520052108
236	SGMCI	AUROC	0.8418951664948979
236	SGMCI	AUPRC	0.8388260806264383
236	SGMCI	Precision	0.6283029619118912
236	SGMCI	Recall	0.9793796478517564
236	SGMCI	F1	0.7655082288561276
236	Complete Hi-C clique	AUROC	0.5644163928232906
236	Complete Hi-C clique	AUPRC	0.5875512984498261
236	Complete Hi-C clique	Precision	0.986411081205278
236	Complete Hi-C clique	Recall	0.1308451906163465
236	Complete Hi-C clique	F1	0.23104304572118303
237	SGMCI	AUROC	0.8424328349892318
237	SGMCI	AUPRC	0.8385061382751849
237	SGMCI	Precision	0.6290522645747427
237	SGMCI	Recall	0.9803723506156499
237	SGMCI	F1	0.7663676092195009
237	Complete Hi-C clique	AUROC	0.5638453991123478
237	Complete Hi-C clique	AUPRC	0.5869075854397847
237	Complete Hi-C clique	Precision	0.9845636255689689
237	Complete Hi-C clique	Recall	0.1299656907992128
237	Complete Hi-C clique	F1	0.22962068355423584
238	SGMCI	AUROC	0.8422739514467573
238	SGMCI	AUPRC	0.8382364512304102
238	SGMCI	Precision	0.6297396812606321
238	SGMCI	Recall	0.9799630784235184
238	SGMCI	F1	0.7667522875772461
238	Complete Hi-C clique	AUROC	0.5642137844155397
238	Complete Hi-C clique	AUPRC	0.587375441457712
238	Complete Hi-C clique	Precision	0.9866253788377916
238	Complete Hi-C clique	Recall	0.1304010867482889
238	Complete Hi-C clique	F1	0.23035626384444993
239	SGMCI	AUROC	0.8408918924839646
239	SGMCI	AUPRC	0.8370203136486312
239	SGMCI	Precision	0.6287786506934278
239	SGMCI	Recall	0.9799021229906477
239	SGMCI	F1	0.7660208846714135
239	Complete Hi-C clique	AUROC	0.5652586165977479
239	Complete Hi-C clique	AUPRC	0.5882616907952776
239	Complete Hi-C clique	Precision	0.9852000258514833
239	Complete Hi-C clique	Recall	0.13274351695431827
239	Complete Hi-C clique	F1	0.23396336456630676
240	SGMCI	AUROC	0.8424054504879557
240	SGMCI	AUPRC	0.839230818411692
240	SGMCI	Precision	0.6290254095246609
240	SGMCI	Recall	0.980407182291576
240	SGMCI	F1	0.7663583209110154
240	Complete Hi-C clique	AUROC	0.5649751301607009
240	Complete Hi-C clique	AUPRC	0.5881569708403065
240	Complete Hi-C clique	Precision	0.9877929368757752
240	Complete Hi-C clique	Recall	0.1317682300283878
240	Complete Hi-C clique	F1	0.2325191883648209
241	SGMCI	AUROC	0.8440546576402033
241	SGMCI	AUPRC	0.8400979677034953
241	SGMCI	Precision	0.6301623844012391
241	SGMCI	Recall	0.9796495933401835
241	SGMCI	F1	0.7669694748862339
241	Complete Hi-C clique	AUROC	0.5644089973313274
241	Complete Hi-C clique	AUPRC	0.5875210449836621
241	Complete Hi-C clique	Precision	0.9860272894253477
241	Complete Hi-C clique	Recall	0.1308887302112541
